Symbol,Date,Open,High,Low,Close,Volume
YSOF.IDX,06-Apr-2021,81.66,86.66,81.66,85,0
YSOH.IDX,06-Apr-2021,86.66,86.66,86.66,86.66,0
YSTH.IDX,06-Apr-2021,86.66,88.33,86.66,86.66,0
YSTW.IDX,06-Apr-2021,80,80,75,76.66,0
YTFD.IDX,06-Apr-2021,87.71,87.71,77.19,83.62,0
YTFI.IDX,06-Apr-2021,71.34,77.19,70.17,75.43,0
YTOF.IDX,06-Apr-2021,73.68,76.02,73.68,76.02,0
YTOH.IDX,06-Apr-2021,78.36,78.94,78.36,78.94,0
YTTH.IDX,06-Apr-2021,80.7,81.28,80.7,81.28,0
YTTW.IDX,06-Apr-2021,68.42,75.43,68.42,75.43,0
YUFD.IDX,06-Apr-2021,100,100,100,100,0
YUFI.IDX,06-Apr-2021,57.89,73.68,57.89,63.15,0
YUOF.IDX,06-Apr-2021,26.31,36.84,26.31,34.21,0
YUOH.IDX,06-Apr-2021,10.52,10.52,10.52,10.52,0
YUTH.IDX,06-Apr-2021,7.89,10.52,7.89,7.89,0
YUTW.IDX,06-Apr-2021,86.84,94.73,86.84,94.73,0
YVFD.IDX,06-Apr-2021,96,97,92,92,0
YVFI.IDX,06-Apr-2021,55,67,55,59,0
YVOF.IDX,06-Apr-2021,52,57,52,57,0
YVOH.IDX,06-Apr-2021,49,49,49,49,0
YVTH.IDX,06-Apr-2021,48,51,48,50,0
YVTW.IDX,06-Apr-2021,78,82,78,79,0
YWFD.IDX,06-Apr-2021,86,92,72,78,0
YWFI.IDX,06-Apr-2021,88,88,82,86,0
YWOF.IDX,06-Apr-2021,92,94,92,92,0
YWOH.IDX,06-Apr-2021,98,98,98,98,0
YWTH.IDX,06-Apr-2021,98,98,98,98,0
YWTW.IDX,06-Apr-2021,60,68,60,64,0
YXFD.IDX,06-Apr-2021,93.33,100,66.66,80,0
YXFI.IDX,06-Apr-2021,93.33,93.33,93.33,93.33,0
YXOF.IDX,06-Apr-2021,93.33,93.33,93.33,93.33,0
YXOH.IDX,06-Apr-2021,93.33,100,93.33,93.33,0
YXTH.IDX,06-Apr-2021,100,100,100,100,0
YXTW.IDX,06-Apr-2021,66.66,73.33,53.33,66.66,0
YYFD.IDX,06-Apr-2021,90,96.66,73.33,83.33,0
YYFI.IDX,06-Apr-2021,83.33,86.66,83.33,86.66,0
YYOF.IDX,06-Apr-2021,90,90,86.66,86.66,0
YYOH.IDX,06-Apr-2021,93.33,93.33,93.33,93.33,0
YYTH.IDX,06-Apr-2021,96.66,96.66,96.66,96.66,0
YYTW.IDX,06-Apr-2021,80,86.66,80,86.66,0
YZFD.IDX,06-Apr-2021,80,84,70,84,0
YZFI.IDX,06-Apr-2021,94,98,92,98,0
YZOF.IDX,06-Apr-2021,92,92,92,92,0
YZOH.IDX,06-Apr-2021,94,94,94,94,0
YZTH.IDX,06-Apr-2021,94,96,94,94,0
YZTW.IDX,06-Apr-2021,82,82,78,82,0
Z0FD.IDX,06-Apr-2021,100,100,62.5,87.5,0
Z0FI.IDX,06-Apr-2021,100,100,100,100,0
Z0OF.IDX,06-Apr-2021,100,100,100,100,0
Z0OH.IDX,06-Apr-2021,100,100,100,100,0
Z0TH.IDX,06-Apr-2021,100,100,100,100,0
Z0TW.IDX,06-Apr-2021,75,75,62.5,75,0
Z1FD.IDX,06-Apr-2021,46.51,46.51,27.44,27.44,0
Z1FI.IDX,06-Apr-2021,77.67,80.93,73.95,73.95,0
Z1OF.IDX,06-Apr-2021,85.11,88.83,81.86,81.86,0
Z1OH.IDX,06-Apr-2021,93.02,93.95,92.09,92.09,0
Z1TH.IDX,06-Apr-2021,95.34,96.74,95.34,96.27,0
Z1TW.IDX,06-Apr-2021,53.48,54.41,38.13,38.13,0
Z2FD.IDX,06-Apr-2021,88.33,90,76.66,85,0
Z2FI.IDX,06-Apr-2021,85,88.33,85,86.66,0
Z2OF.IDX,06-Apr-2021,81.66,86.66,81.66,85,0
Z2OH.IDX,06-Apr-2021,86.66,86.66,86.66,86.66,0
Z2TH.IDX,06-Apr-2021,86.66,88.33,86.66,86.66,0
Z2TW.IDX,06-Apr-2021,80,80,75,76.66,0
Z3FD.IDX,06-Apr-2021,88.33,90,76.66,85,0
Z3FI.IDX,06-Apr-2021,85,88.33,85,86.66,0
Z3OF.IDX,06-Apr-2021,81.66,86.66,81.66,85,0
Z3OH.IDX,06-Apr-2021,86.66,86.66,86.66,86.66,0
Z3TH.IDX,06-Apr-2021,86.66,88.33,86.66,86.66,0
Z3TW.IDX,06-Apr-2021,80,80,75,76.66,0
Z5FD.IDX,06-Apr-2021,77.87,79.57,73.61,74.89,0
Z5FI.IDX,06-Apr-2021,64.68,67.65,63.4,66.8,0
Z5OF.IDX,06-Apr-2021,75.31,76.17,74.89,76.17,0
Z5OH.IDX,06-Apr-2021,80.42,81.27,80.42,80.85,0
Z5TH.IDX,06-Apr-2021,82.12,82.97,82.12,82.55,0
Z5TW.IDX,06-Apr-2021,56.59,60.85,56.59,57.44,0
Z6FD.IDX,06-Apr-2021,80.82,82.19,69.86,82.19,0
Z6FI.IDX,06-Apr-2021,82.19,84.93,80.82,84.93,0
Z6OF.IDX,06-Apr-2021,87.67,89.04,86.3,87.67,0
Z6OH.IDX,06-Apr-2021,91.78,91.78,90.41,90.41,0
Z6TH.IDX,06-Apr-2021,90.41,91.78,90.41,91.78,0
Z6TW.IDX,06-Apr-2021,67.12,68.49,64.38,67.12,0
Z7FD.IDX,06-Apr-2021,50,50,33.33,33.33,0
Z7FI.IDX,06-Apr-2021,29.16,29.16,25,25,0
Z7OF.IDX,06-Apr-2021,66.66,66.66,62.5,66.66,0
Z7OH.IDX,06-Apr-2021,83.33,83.33,83.33,83.33,0
Z7TH.IDX,06-Apr-2021,79.16,79.16,79.16,79.16,0
Z7TW.IDX,06-Apr-2021,25,25,20.83,20.83,0
Z8FD.IDX,06-Apr-2021,50,50,33.33,33.33,0
Z8FI.IDX,06-Apr-2021,22.22,22.22,22.22,22.22,0
Z8OF.IDX,06-Apr-2021,61.11,61.11,61.11,61.11,0
Z8OH.IDX,06-Apr-2021,83.33,83.33,83.33,83.33,0
Z8TH.IDX,06-Apr-2021,83.33,83.33,77.77,77.77,0
Z8TW.IDX,06-Apr-2021,11.11,11.11,5.55,5.55,0
Z9FD.IDX,06-Apr-2021,90,90,60,80,0
Z9FI.IDX,06-Apr-2021,80,90,80,80,0
Z9OF.IDX,06-Apr-2021,80,90,80,80,0
Z9OH.IDX,06-Apr-2021,90,90,90,90,0
Z9TH.IDX,06-Apr-2021,90,90,90,90,0
Z9TW.IDX,06-Apr-2021,80,80,80,80,0
ZAFD.IDX,06-Apr-2021,90,90,50,70,0
ZAFI.IDX,06-Apr-2021,90,90,90,90,0
ZAOF.IDX,06-Apr-2021,90,100,90,90,0
ZAOH.IDX,06-Apr-2021,100,100,100,100,0
ZATH.IDX,06-Apr-2021,100,100,100,100,0
ZATW.IDX,06-Apr-2021,80,80,80,80,0
ZBFD.IDX,06-Apr-2021,90,90,50,70,0
ZBFI.IDX,06-Apr-2021,90,90,90,90,0
ZBOF.IDX,06-Apr-2021,90,100,90,90,0
ZBOH.IDX,06-Apr-2021,100,100,100,100,0
ZBTH.IDX,06-Apr-2021,100,100,100,100,0
ZBTW.IDX,06-Apr-2021,90,90,90,90,0
ZCFD.IDX,06-Apr-2021,90,90,50,70,0
ZCFI.IDX,06-Apr-2021,90,90,90,90,0
ZCOF.IDX,06-Apr-2021,90,100,90,90,0
ZCOH.IDX,06-Apr-2021,100,100,100,100,0
ZCTH.IDX,06-Apr-2021,100,100,100,100,0
ZCTW.IDX,06-Apr-2021,80,80,80,80,0
